Geslacht,BMI,Woon,StapEst,ErvFASub1[Q],ErvFASub2[Q],ErvFA,DagZwa1,TijdZwa1[Uur],TijdZwa1[Min],DagMat1,TijdMat1[Uur],TijdMat1[Min],DagWan1,TijdWan1[Uur],TijdWan1[Min],IPAQTOT1,TijdZit1[Uur],TijdZit1[Min],Attitu[1],Attitu[2],AttituTot,SocOmg[1],SocOmg[2],SocOmgTot,ZelfEff[1],ZelfEff[2],ZelfEff[3],ZelfEff[4],ZelfEff[5],ZelfEff[6],ZelfEff[7],ZelfEff[8],ZelfEff[9],ZelfEff[10],ZelfEffTot,BeweegRichtlijn,Systeem,StapAantal[1],StapAantal[2],StapAantal[3],StapAantal[4],StapAantal[5],StapAantal[6],StapAantal[7],Comment[1],Comment[2],Comment[3],Comment[4],Comment[5],Comment[6],Comment[7],DagZwa2,TijdZwa2[Uur],TijdZwa2[Min],DagMat2,TijdMat2[Uur],TijdMat2[Min],DagWan2,TijdWan2[Uur],TijdWan2[Min],IPAQTOT2,TijdZit2[Uur],TijdZit2[Min]
Man,,Uitwonend,,6.0,5.0,5.5,4.0,2.0,0.0,6.0,0.0,45.0,7.0,0.0,20.0,5382.0,5.0,0.0,5.0,6.0,5.5,5.0,4.0,4.5,Altijd waar,Altijd waar,Soms waar,Soms waar,Soms waar,Altijd waar,Soms waar,Soms waar,Altijd waar,Soms waar,34.0,Ja,Smartphone gezondheid app,9165.0,12849.0,7866.0,13830.0,4524.0,11257.0,12017.0,"Hockeytraining, ruim 2 uur",,"Hockeytraining, 2 uur",,"Hockeywedstrijd, 2 uur",,,5.0,2.0,,3.0,,20.0,7.0,,30.0,5733.0,6.0,
Man,22.6,Thuiswonend,8000.0,5.0,5.0,5.0,4.0,1.0,45.0,1.0,5.0,,5.0,,20.0,4890.0,8.0,,7.0,7.0,7.0,2.0,5.0,3.5,Altijd waar,Altijd waar,Soms waar,Soms waar,Soms waar,Altijd waar,Altijd waar,Altijd waar,Altijd waar,Altijd waar,37.0,Ja,smartphone,16265.0,9785.0,9275.0,8134.0,13448.0,9967.0,10055.0,nee,nee,"Voetbal training 1,5 uur",nee,nee,voetbal training 1 uur,nee,2.0,1.0,30.0,1.0,5.0,,7.0,,30.0,3333.0,6.0,
Man,24.9,Uitwonend,6000.0,4.0,5.0,4.5,2.0,1.0,30.0,3.0,1.0,15.0,5.0,0.0,20.0,2670.0,6.0,30.0,4.0,4.0,4.0,4.0,3.0,3.5,Soms waar,Altijd waar,Soms waar,Zelden waar,Soms waar,Soms waar,Altijd waar,Soms waar,Altijd waar,Soms waar,32.0,Ja,smartphone,9694.0,11111.0,10067.0,9262.0,12528.0,5702.0,7201.0,"voetbal training 1,5 uur",,,,,,,2.0,1.0,30.0,5.0,0.0,45.0,5.0,0.0,30.0,2835.0,5.0,30.0
Vrouw,20.0,Uitwonend,6500.0,6.0,4.0,5.0,3.0,1.0,15.0,5.0,0.0,45.0,6.0,,,2700.0,8.0,,6.0,6.0,6.0,4.0,6.0,5.0,Soms waar,Altijd waar,Soms waar,Soms waar,Soms waar,Soms waar,Altijd waar,Soms waar,Altijd waar,Altijd waar,34.0,Nee,smartphone,7776.0,6344.0,3424.0,4446.0,1270.0,6184.0,6923.0,,,,,,,,3.0,2.0,,5.0,,40.0,5.0,,15.0,3927.5,8.0,
Man,21.0,Uitwonend,8000.0,2.0,3.0,2.5,2.0,1.0,30.0,1.0,0.0,30.0,7.0,0.0,15.0,1906.5,4.0,0.0,6.0,6.0,6.0,2.0,6.0,4.0,Zelden waar,Altijd waar,Soms waar,Soms waar,Soms waar,Soms waar,Zelden waar,Altijd waar,Soms waar,Zelden waar,29.0,Ja,smartphone,3787.0,3093.0,2548.0,4386.0,3802.0,11011.0,4794.0,,,,1 uur lang padellen,,,,1.0,1.0,,0.0,,,7.0,,30.0,1173.0,5.0,
Man,18.8,Uitwonend,5500.0,4.0,5.0,4.5,1.0,0.0,30.0,6.0,1.0,30.0,6.0,,15.0,2697.0,7.0,,5.0,6.0,5.5,2.0,3.0,2.5,Soms waar,Altijd waar,Zelden waar,Soms waar,Altijd waar,Soms waar,Soms waar,Soms waar,Zelden waar,Altijd waar,31.0,Nee,Smartphone,5958.0,9727.0,6323.0,4265.0,1690.0,5352.0,8181.0,,,,,,,,2.0,,20.0,5.0,1.0,,5.0,,30.0,2015.0,7.0,
Vrouw,21.3,Thuiswonend,5100.0,4.0,4.0,4.0,2.0,4.0,15.0,4.0,2.0,0.0,5.0,0.0,45.0,6742.5,8.0,,5.0,5.0,5.0,4.0,4.0,4.0,Altijd waar,Soms waar,Soms waar,Soms waar,Zelden waar,Soms waar,Altijd waar,Zelden waar,Altijd waar,Zelden waar,30.0,Ja,Iphone ,11387.0,5007.0,9447.0,5004.0,1785.0,6948.0,5399.0,,,,,,,,2.0,2.0,0.0,3.0,2.0,0.0,2.0,1.0,30.0,3954.0,8.0,0.0
Vrouw,20.5,Thuiswonend,6000.0,3.0,4.0,3.5,2.0,0.0,40.0,5.0,0.0,30.0,3.0,1.0,,1834.0,11.0,,5.0,6.0,5.5,6.0,4.0,5.0,Soms waar,Altijd waar,Soms waar,Soms waar,Zelden waar,Soms waar,Altijd waar,Altijd waar,Altijd waar,Soms waar,33.0,Nee,smartwatch - Garmin venu 2s,9056.0,11808.0,6747.0,3985.0,5044.0,3611.0,8513.0,nee,nee,nee,nee,nee,nee,nee,2.0,0.0,45.0,5.0,,20.0,4.0,,45.0,1714.0,10.0,
Vrouw,25.2,Uitwonend,8000.0,5.0,5.0,5.0,2.0,1.0,30.0,6.0,,40.0,5.0,,15.0,2647.5,6.0,,7.0,7.0,7.0,5.0,6.0,5.5,Altijd waar,Altijd waar,Altijd waar,Altijd waar,Altijd waar,Altijd waar,Altijd waar,Altijd waar,Altijd waar,Altijd waar,40.0,Ja,smartwatch en smartphone ,5723.0,6626.0,5495.0,11495.0,8312.0,6653.0,5693.0,"ja, turn training duur was 1,5 uur ",,,,,,,1.0,1.0,30.0,7.0,,20.0,2.0,5.0,,3260.0,5.0,
Man,25.6,Uitwonend,8000.0,2.0,3.0,2.5,4.0,1.0,,4.0,2.0,,7.0,,30.0,4533.0,8.0,,2.0,2.0,2.0,5.0,5.0,5.0,Zelden waar,Soms waar,Soms waar,Zelden waar,Soms waar,Zelden waar,Zelden waar,Zelden waar,Soms waar,Zelden waar,24.0,Nee,Smartphone,2500.0,361.0,1846.0,1544.0,967.0,12235.0,9965.0,Nee,Nee,Nee,Nee,Nee,Nee,Nee,2.0,1.0,,3.0,1.0,,3.0,,15.0,1828.5,6.0,
Man,17.7,Thuiswonend,6000.0,4.0,4.0,4.0,2.0,2.0,,7.0,2.0,30.0,7.0,1.0,,7506.0,10.0,,6.0,6.0,6.0,2.0,5.0,3.5,Altijd waar,Soms waar,Soms waar,Soms waar,Zelden waar,Zelden waar,Altijd waar,Altijd waar,Soms waar,Zelden waar,30.0,Ja,Smartphone,7357.0,6205.0,6438.0,6407.0,7954.0,14019.0,6967.0,,1500,,,,,,4.0,1.0,30.0,6.0,,40.0,7.0,,,3840.0,10.0,
Vrouw,20.7,Uitwonend,8000.0,4.0,5.0,4.5,2.0,1.0,30.0,5.0,0.0,30.0,7.0,2.0,,4812.0,7.0,,7.0,7.0,7.0,4.0,5.0,4.5,Soms waar,Altijd waar,Altijd waar,Soms waar,Zelden waar,Altijd waar,Altijd waar,Altijd waar,Altijd waar,Altijd waar,36.0,Nee,smartphone,6631.0,5153.0,6820.0,2501.0,492.0,9813.0,10104.0,,,,,,,,4.0,4.0,30.0,3.0,1.0,,3.0,,30.0,9657.0,5.0,
Vrouw,18.8,Uitwonend,10000.0,5.0,4.0,4.5,2.0,1.0,10.0,4.0,1.0,5.0,7.0,1.0,30.0,4239.0,7.0,15.0,7.0,6.0,6.5,4.0,4.0,4.0,Soms waar,Soms waar,Zelden waar,Soms waar,Altijd waar,Zelden waar,Altijd waar,Soms waar,Helemaal niet waar,Soms waar,28.0,Nee,iphone smartphone,8913.0,8200.0,10299.0,13831.0,9851.0,9625.0,11482.0,,,,,,,,0.0,,,5.0,1.0,10.0,7.0,1.0,30.0,3479.0,4.0,45.0
Vrouw,21.0,Uitwonend,7000.0,3.0,2.0,2.5,1.0,,,2.0,,,5.0,,,0.0,4.0,30.0,6.0,5.0,5.5,5.0,5.0,5.0,Altijd waar,Altijd waar,Soms waar,Soms waar,Soms waar,Soms waar,Altijd waar,Altijd waar,Altijd waar,Soms waar,35.0,Nee,smartphone,4723.0,6039.0,8103.0,9128.0,8955.0,9956.0,11513.0,nee,nee,nee,nee,nee,nee,nee,2.0,,,7.0,,,7.0,,,0.0,6.0,
Vrouw,20.0,Thuiswonend,7000.0,5.0,4.0,4.5,2.0,5.0,,6.0,,30.0,5.0,,30.0,6015.0,9.0,30.0,6.0,7.0,6.5,6.0,6.0,6.0,Soms waar,Soms waar,Soms waar,Soms waar,Zelden waar,Soms waar,Altijd waar,Altijd waar,Soms waar,Altijd waar,32.0,Ja,smartphone,6958.0,10718.0,5568.0,4138.0,4358.0,6429.0,6507.0,,,,,,,,1.0,2.0,0.0,5.0,1.0,30.0,5.0,0.0,20.0,3090.0,9.0,30.0
,67.8,Thuiswonend,5000.0,4.0,5.0,4.5,1.0,2.0,120.0,4.0,4.0,30.0,7.0,1.0,10.0,7857.0,8.0,,6.0,5.0,5.5,4.0,4.0,4.0,Altijd waar,Altijd waar,Altijd waar,Soms waar,Soms waar,Altijd waar,Altijd waar,Altijd waar,Soms waar,Altijd waar,37.0,Ja,Iphone 12,7184.0,4929.0,4993.0,7587.0,908.0,7055.0,6578.0,,,,,,,,1.0,1.0,30.0,4.0,1.0,10.0,5.0,0.0,10.0,2005.0,9.0,
Man,23.5,Thuiswonend,5000.0,7.0,7.0,7.0,5.0,1.0,0.0,5.0,0.0,30.0,7.0,1.0,30.0,5079.0,10.0,0.0,6.0,7.0,6.5,5.0,5.0,5.0,Altijd waar,Altijd waar,Altijd waar,Soms waar,Zelden waar,Altijd waar,Altijd waar,Altijd waar,Altijd waar,Soms waar,36.0,Ja,Via de Samsung Health app op de Samsung S24+,4622.0,5415.0,1343.0,7129.0,1755.0,3893.0,3926.0,15min op de loopband (niveau 10),15min op de stairmaster (niveau 7),15min op de loopband (niveau 10),15min op de stairmaster (niveau 7),15min op de loopband (niveau 10),,15min op de loopband (niveau 10),6.0,1.0,0.0,7.0,0.0,30.0,7.0,1.0,0.0,5106.0,8.0,0.0
Man,23.5,Thuiswonend,8000.0,6.0,6.0,6.0,5.0,1.0,30.0,4.0,1.0,0.0,3.0,0.0,15.0,4708.5,4.0,0.0,7.0,7.0,7.0,4.0,5.0,4.5,Soms waar,Altijd waar,Altijd waar,Altijd waar,Soms waar,Soms waar,Altijd waar,Altijd waar,Altijd waar,Altijd waar,37.0,Ja,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vrouw,24.5,Thuiswonend,6000.0,5.0,4.0,4.5,2.0,2.0,0.0,5.0,1.0,0.0,6.0,0.0,30.0,3714.0,9.0,0.0,6.0,6.0,6.0,5.0,5.0,5.0,Altijd waar,Altijd waar,Altijd waar,Soms waar,Altijd waar,Altijd waar,Soms waar,Altijd waar,Altijd waar,Soms waar,37.0,Ja,smartphone,5064.0,5417.0,5156.0,9184.0,4903.0,7443.0,11058.0,,1 uur loopband in sportschool en 1 uur krachttraining benen.,"0,5 uur hardlopen",,"20 min loopband in sportschool en 1,5 uur krachttraining full body workout",,,2.0,1.0,30.0,3.0,0.0,30.0,5.0,0.0,45.0,2542.5,6.0,30.0
Man,23.3,Thuiswonend,9000.0,6.0,7.0,6.5,5.0,2.0,30.0,4.0,1.0,0.0,7.0,0.0,45.0,7999.5,3.0,0.0,7.0,7.0,7.0,3.0,7.0,5.0,Altijd waar,Altijd waar,Altijd waar,Altijd waar,Altijd waar,Altijd waar,Altijd waar,Altijd waar,Altijd waar,Soms waar,39.0,Ja,Health app ios,10720.0,7402.0,7785.0,7765.0,7043.0,11530.0,9000.0,Nee,Nee,Nee,Nee,Nee,Nee,Nee,6.0,2.0,10.0,6.0,0.0,30.0,7.0,1.0,0.0,8346.0,2.0,0.0
Man,25.5,Uitwonend,6000.0,2.0,5.0,3.5,1.0,,30.0,7.0,3.0,,7.0,1.0,,6666.0,60.0,,4.0,5.0,4.5,1.0,3.0,2.0,Soms waar,Zelden waar,Altijd waar,Zelden waar,Helemaal niet waar,Helemaal niet waar,Soms waar,Soms waar,Soms waar,Zelden waar,24.0,Nee,Apple smartphone,5057.0,7236.0,6328.0,3817.0,8178.0,4328.0,5361.0,,,,,,,,1.0,,30.0,6.0,1.0,,7.0,,45.0,2719.5,40.0,
Man,24.6,Uitwonend,,5.0,4.0,4.5,5.0,1.0,30.0,5.0,0.0,30.0,7.0,,15.0,4546.5,6.0,0.0,6.0,6.0,6.0,7.0,5.0,6.0,Soms waar,Altijd waar,Soms waar,Altijd waar,Soms waar,Altijd waar,Altijd waar,Altijd waar,Altijd waar,Soms waar,36.0,Ja,,,,,,,,,,,,,,,,,,,,,,,,,,,
Man,21.0,Thuiswonend,7500.0,4.0,5.0,4.5,1.0,1.0,0.0,7.0,1.0,0.0,7.0,0.0,30.0,2853.0,,,6.0,6.0,6.0,3.0,4.0,3.5,Altijd waar,Altijd waar,Altijd waar,Altijd waar,Soms waar,Soms waar,Soms waar,Altijd waar,Altijd waar,Altijd waar,37.0,Nee,Casio G-SHOCK GBD-800 horloge,10200.0,8500.0,6200.0,19000.0,12000.0,16000.0,10000.0,,,,,,,,2.0,,,6.0,,,7.0,,,0.0,10.0,
Vrouw,24.0,Uitwonend,10000.0,7.0,7.0,7.0,3.0,1.0,,3.0,3.0,,7.0,3.0,,7758.0,4.0,,7.0,7.0,7.0,4.0,2.0,3.0,Altijd waar,Altijd waar,Altijd waar,Altijd waar,Altijd waar,Altijd waar,Altijd waar,Altijd waar,Altijd waar,Altijd waar,40.0,Ja,Smartphone,19764.0,13221.0,6572.0,11591.0,14495.0,14311.0,12306.0,,,,,,,,2.0,1.0,,,,,7.0,2.0,,3732.0,4.0,
Man,20.2,Uitwonend,5000.0,5.0,4.0,4.5,1.0,2.0,0.0,2.0,0.0,30.0,5.0,0.0,30.0,1695.0,6.0,0.0,5.0,5.0,5.0,4.0,5.0,4.5,Soms waar,Altijd waar,Soms waar,Altijd waar,Altijd waar,Altijd waar,Altijd waar,Altijd waar,Altijd waar,Soms waar,37.0,Ja,Smartwatch,12895.0,20306.0,14448.0,2412.0,10883.0,5088.0,8639.0,,,,,,Klimsessie,"Berendokter, zonder smartwatch 3.5 uur gelopen",2.0,3.0,30.0,3.0,1.0,0.0,4.0,0.0,15.0,4278.0,10.0,0.0
Vrouw,23.8,Uitwonend,7500.0,6.0,5.0,5.5,3.0,1.0,15.0,4.0,0.0,30.0,6.0,0.0,20.0,2676.0,7.0,,5.0,7.0,6.0,4.0,5.0,4.5,Altijd waar,Altijd waar,Altijd waar,Soms waar,Altijd waar,Altijd waar,Altijd waar,Altijd waar,Altijd waar,Soms waar,38.0,Ja,Via de gezondheidsapp op mijn iphone ,11197.0,11209.0,16709.0,5669.0,5036.0,5080.0,9062.0,,,,,,"Voetballen, 70 minuten","Hardlopen, 45 minuten",2.0,0.0,35.0,6.0,1.0,10.0,5.0,0.0,30.0,2735.0,6.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,iPhone ,13865.0,9390.0,6300.0,5301.0,7610.0,8514.0,15817.0,,,Ik had een diner waarbij ik een jurk aan had zonder zakken dus in de avond vanaf 18:30 waren mijn stappen niet geteld ,,,,,4.0,0.0,30.0,5.0,1.0,0.0,6.0,0.0,25.0,2655.0,7.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Garmin sporthorloge,32022.0,20511.0,16292.0,22431.0,12258.0,12096.0,19434.0,nee,nee,nee,nee,nee,nee,nee,3.0,1.0,,3.0,2.0,0.0,3.0,0.0,15.0,3028.5,5.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Smartphone,8760.0,7331.0,6404.0,7135.0,3477.0,5799.0,6248.0,,,"Boulderen, muurklimmen waarbij je veel door een hal loopt zonder telefoon (2u)",,"Boulderen (2,5u)",Boulderen(2u),,5.0,2.0,0.0,6.0,0.0,20.0,1.0,0.0,30.0,5379.0,5.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Smartphone,5330.0,6701.0,7994.0,13542.0,8946.0,13293.0,1734.0,,,,,,,,0.0,,,7.0,0.0,30.0,7.0,1.0,0.0,2226.0,10.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Smartphone,13673.0,7860.0,9673.0,21172.0,11317.0,10805.0,10770.0,,,,,,,,2.0,1.0,0.0,7.0,0.0,20.0,7.0,0.0,30.0,2213.0,5.0,30.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Smartphone,3065.0,6311.0,6599.0,3245.0,13131.0,17686.0,4986.0,Lange wandeling van een uur met de hond. Telefoon niet mee.,,,,,,,3.0,2.0,25.0,3.0,1.0,,7.0,3.0,,8358.0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,smartphone,1261.0,4315.0,587.0,640.0,2153.0,4965.0,3843.0,,,,,,,,0.0,,,0.0,,,5.0,,34.0,561.0,8.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,iPhone 13,1144.0,13610.0,8760.0,9092.0,11359.0,2404.0,7845.0,ik heb zonder telefoon hardgelopen voor 45 min,,,,,ik heb hardgelopen zonder telefoon voor 45 min,,3.0,1.0,,4.0,3.0,,6.0,1.0,,5508.0,4.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Garmin smartwatch,5360.0,9840.0,3083.0,2202.0,2873.0,6185.0,13554.0,,,,,,,,0.0,,,0.0,,,1.0,0.0,45.0,148.5,6.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Apple watch,10093.0,7065.0,10602.0,2422.0,10022.0,11106.0,6260.0,,,,,,,,,,,,,,,,,0.0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,telefoon,7677.0,9361.0,9546.0,20696.0,7276.0,7930.0,9888.0,1 uur; telefoon lag aan lader,1 uur; telefoon lag aan lader,1 uur; telefoon lag aan lader,1 uur; telefoon lag aan lader,1 uur; telefoon lag aan lader,1 uur; telefoon lag aan lader,1 uur; telefoon lag aan lader,2.0,4.0,0.0,5.0,2.0,0.0,7.0,0.0,45.0,7279.5,8.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Telefoon,8918.0,18451.0,5338.0,10038.0,3220.0,6101.0,9452.0,"Ja, tennistraining 1 uur.",Nee,Nee,Nee,Nee,"Ja, tennistraining 1 uur.",Nee,0.0,,,2.0,1.0,,4.0,0.0,30.0,876.0,10.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Telefoon,12482.0,7527.0,10205.0,10635.0,2517.0,2194.0,8862.0,,,,,Ik heb 7 uur lang gewerkt,,,1.0,0.0,40.0,2.0,5.0,,3.0,3.0,,4502.0,6.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Smartphone,6700.0,15942.0,13755.0,4678.0,10615.0,5032.0,10204.0,,,,,,,,3.0,1.0,0.0,4.0,0.0,45.0,7.0,0.0,50.0,3315.0,5.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,smartphone,5593.0,6334.0,11495.0,15711.0,1912.0,7983.0,10672.0,-,1 uur sporten,-,-,-,-,-,1.0,1.0,0.0,4.0,,20.0,7.0,1.0,,2186.0,6.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,smartphone(samsung galaxy a52) en smartwatch(galaxy watch active 2),6963.0,6966.0,940.0,7309.0,1544.0,8688.0,5302.0,fietsen van en naar station 20min,fietsen van en naar station 20min,,bolderen 1.5uur,,fietsen van en naar station 20min,fietsen van en naar station 20min,1.0,1.0,30.0,5.0,0.0,20.0,6.0,3.0,0.0,4684.0,9.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,telefoon,16500.0,25400.0,11300.0,9700.0,14200.0,11900.0,15800.0,,,,,,,,6.0,1.0,0.0,7.0,1.0,30.0,7.0,,30.0,6093.0,7.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,op mijn telefoon met de 'health' app,6740.0,12410.0,7719.0,373.0,5730.0,9263.0,8873.0,-,-,-,"Ik ben heel de dag thuis geweest maar heb wel veel rond gelopen, opgeruimd, etc., terwijl mijn telefoon aan de oplader lag. Ik ben ongeveer 4 uur totaal bezig geweest.",-,-,-,0.0,,,7.0,1.0,30.0,5.0,,20.0,2850.0,5.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,iphone,5678.0,7463.0,7069.0,24013.0,20568.0,1908.0,11530.0,,,,,,,,4.0,1.0,10.0,7.0,1.0,30.0,4.0,1.0,,5552.0,6.0,
